rule_idx	rule	rule_regex	rule_len	hits	scope	confidence
123	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	æ -> a / (k|ɡ|p|b) __ (n|z|t|s|d)	378	3.0	3.0	0.8478608772434439
124	æ -> a / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (k|ɡ|p|b|h) __ (k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	257	6.0	6.0	0.9146745292843932
125	æ -> a / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -lateral, -DORSAL] X	æ -> a / (⋊) (b) __ (s|θ)	459	2.0	2.0	0.7915953685536075
126	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ) __ (z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|ɹ)	226	7.0	7.0	0.9255078056777428
127	æ -> a / [+begin/end] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (⋊) __ (n|m|t|p|d|b|d͡ʒ|t͡ʃ)	173	2.0	2.0	0.7915953685536075
128	æ -> a / X [+C/V, -syllabic, -stress, -approximant, -tap, -trill, -constr gl, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (m|p|b|h) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	267	8.0	8.0	0.9338926245948401
129	æ -> a / [+begin/end] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, -back, -tense] [+C/V, -syllabic, -stress, +consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, +DORSAL, -high, -low, -front, +back] [-begin/end]	æ -> a / (⋊) __ (p) (ə) (ɫ) (⋉)	734	1.0	1.0	0.0
130	æ -> a / X [+C/V, -syllabic, -stress, -approximant, -tap, -trill, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ŋ|m|k|ɡ|p|b|h) __ (k|ɡ|t|d|d͡ʒ|t͡ʃ)	290	4.0	4.0	0.8795102700976709
131	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (ŋ|m|k|ɡ|p|b) __ (z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|ɹ)	277	6.0	6.0	0.9146745292843932
132	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ɫ|t|d|θ|ð|ɹ) __ (ŋ|n|m|k|ɡ|t|p|d|b|d͡ʒ|t͡ʃ)	278	4.0	4.0	0.8795102700976709
133	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ɫ|ŋ|n|m|ɡ|z|d|b|ð|d͡ʒ|j|ɹ) __ (k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	254	7.0	7.0	0.9255078056777428
134	æ -> a / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] X	æ -> a / (p|b|h) __ (ŋ|m|ɡ|b)	308	2.0	2.0	0.7915953685536075
135	æ -> a / X [+C/V, -syllabic, -stress, -approximant, -tap, -trill, -constr gl, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (m|p|b|h) __ (t|ʃ|s|p|θ|t͡ʃ)	294	5.0	5.0	0.900124790564984
136	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -LABIAL, -round, -labiodental] __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ɫ|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	204	10.0	10.0	0.9460315775665371
137	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|ɹ|h) __ (ŋ|n|m|k|ɡ|t|p|d|b|d͡ʒ|t͡ʃ)	255	8.0	8.0	0.9338926245948401
138	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (m|b) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	323	5.0	5.0	0.900124790564984
139	æ -> a / X __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	æ -> a /  __ (n|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|ɹ)	140	11.0	11.0	0.9505677122585596
140	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ɫ|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (ŋ|n|ɡ|z|d|ð|d͡ʒ|j|ɹ)	212	6.0	6.0	0.9146745292843932
141	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ) __ (n|m)	303	3.0	3.0	0.8478608772434439
142	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (k|ɡ|p|b) __ (k|ɡ|t|d)	384	2.0	2.0	0.7915953685536075
143	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (k|ɡ|t|d|d͡ʒ|t͡ʃ)	266	5.0	5.0	0.900124790564984
144	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -strident, -lateral, -DORSAL] X	æ -> a / (k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (t|θ)	310	4.0	4.0	0.8795102700976709
145	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (n|m|z|d|b|ð|d͡ʒ|ɹ) __ (k|ɡ|t|p|d|b)	304	3.0	3.0	0.8478608772434439
146	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -tap, -trill, -spread gl, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ɫ|ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ) __ (k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	260	7.0	7.0	0.9255078056777428
147	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (ŋ|n|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	242	9.0	9.0	0.9405769851841767
148	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (m|b) __ (t|ʃ|s|p|θ|t͡ʃ)	350	4.0	4.0	0.8795102700976709
149	æ -> a / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (k|ɡ|p|b|h) __ (n|m|ɹ)	268	5.0	5.0	0.900124790564984
150	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	æ -> a / (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ) __ (n|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	265	7.0	7.0	0.9255078056777428
151	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (ŋ|m|k|ɡ|p|b) __ (t|p)	355	2.0	2.0	0.7915953685536075
152	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ɫ|ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ) __ (k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	216	8.0	8.0	0.9338926245948401
153	æ -> a / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (k|ɡ|p|b|h) __ (ŋ|n|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	249	8.0	8.0	0.9338926245948401
154	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	æ -> a / (ŋ|m|k|ɡ|p|b) __ (n|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	316	5.0	5.0	0.900124790564984
155	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -LABIAL, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] X	æ -> a / (k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (n|t|d|θ|ð|ɹ)	253	6.0	6.0	0.9146745292843932
156	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +continuant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	æ -> a / (k|ɡ|p|b) __ (z|ʃ|s|θ|ð|ɹ)	346	3.0	3.0	0.8478608772434439
157	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (n|m|z|d|b|ð|d͡ʒ|ɹ) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	263	7.0	7.0	0.9255078056777428
158	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +DORSAL, -low] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ɫ|k|ɡ) __ (ŋ|n|m|k|ɡ|t|p|d|b|d͡ʒ|t͡ʃ)	286	3.0	3.0	0.8478608772434439
159	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|ɹ|h) __ (ŋ|n|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	251	8.0	8.0	0.9338926245948401
160	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ɫ|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ) __ (ŋ|n|m|ɡ|d|b|d͡ʒ)	270	5.0	5.0	0.900124790564984
161	æ -> a / X [+C/V, -syllabic, -stress, -approximant, -tap, -trill, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ŋ|m|k|ɡ|p|b|h) __ (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	221	12.0	12.0	0.9543996414282906
162	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (k|ɡ|t|p|d|b) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	324	6.0	6.0	0.9146745292843932
163	æ -> a / X [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (n|m|ɹ) __ (t|p)	332	2.0	2.0	0.7915953685536075
164	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	æ -> a / (k|ɡ|p|b) __ (z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|ɹ)	333	4.0	4.0	0.8795102700976709
165	æ -> a / X [+C/V, -syllabic, -stress, -consonantal, +continuant, -tap, -trill, -nasal, -constr gl, -LABIAL, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	æ -> a / (ɹ|h) __ (t) (⋉)	411	2.0	2.0	0.7915953685536075
166	æ -> a / X __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	æ -> a /  __ (n|t|d)	217	7.0	7.0	0.9255078056777428
167	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	æ -> a / (z|d|b|ð|d͡ʒ|ɹ) __ (n|t|d)	339	3.0	3.0	0.8478608772434439
168	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -lateral, -DORSAL] X	æ -> a / (k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (t|s|θ)	299	5.0	5.0	0.900124790564984
169	æ -> a / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	æ -> a / (k|h) __ (t) (⋉)	418	2.0	2.0	0.7915953685536075
170	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ) __ (n|m|ɹ)	254	4.0	4.0	0.8795102700976709
171	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -constr gl, -round, -labiodental, -lateral] __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	æ -> a / (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	197	15.0	15.0	0.9630014039207851
172	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -nasal, -constr gl, -LABIAL, -round, -labiodental] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ɫ|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ|h) __ (ŋ|n|k|ɡ|t|d|d͡ʒ|t͡ʃ)	254	6.0	6.0	0.9146745292843932
173	æ -> a / X [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ɫ|ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ|j|ɹ) __ (ŋ|n|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|j|ɹ)	208	10.0	10.0	0.9460315775665371
174	æ -> a / [+begin/end] [+C/V, -syllabic, -stress, -consonantal, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, +spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	æ -> a / (⋊) (h) __ (n|m|t|p|d|b|d͡ʒ|t͡ʃ)	384	3.0	3.0	0.8478608772434439
175	æ -> a / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	æ -> a / (⋊) (s) (t) __ (m) (p) (⋉)	935	1.0	1.0	0.0
176	æ -> a / X [+C/V, -syllabic, -stress, +consonantal, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	æ -> a / (ɫ|ŋ|n|m) __ (k|ɡ|t|d|d͡ʒ|t͡ʃ)	301	2.0	2.0	0.7915953685536075
177	æ -> a / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	æ -> a / (⋊) (m) __ (p) (⋉)	441	1.0	1.0	0.0
